Gene	PRAS	log2PRAS	rank
AC066595.2	0	0	6767
AC067942.4	0	0	6767
AC067945.2	0	0	6767
AC067945.3	0	0	6767
AC067945.4	0	0	6767
AC067956.1	0	0	6767
AC067960.1	0	0	6767
AC068051.1	0	0	6767
AC068057.1	0	0	6767
AC068057.2	0	0	6767
AC068057.3	0	0	6767
AC068057.4	0	0	6767
AC068134.1	0	0	6767
AC068134.2	0	0	6767
AC068135.2	0	0	6767
AC068193.1	0	0	6767
AC068196.1	0	0	6767
AC068279.2	0	0	6767
AC068282.1	0	0	6767
AC068282.2	0	0	6767
AC068286.1	0	0	6767
AC068286.2	0	0	6767
AC068295.1	0	0	6767
AC068299.1	0	0	6767
AC068299.2	0	0	6767
AC068308.1	0	0	6767
AC068481.1	0	0	6767
AC068483.1	0	0	6767
AC068489.1	0	0	6767
AC068491.2	0	0	6767
AC068491.3	0	0	6767
AC068492.1	0	0	6767
AC068535.1	0	0	6767
AC068535.2	0	0	6767
AC068544.1	0	0	6767
AC068544.2	0	0	6767
AC068547.1	0	0	6767
AC068616.1	0	0	6767
AC068616.2	0	0	6767
AC068616.3	0	0	6767
AC068620.1	0	0	6767
AC068620.2	0	0	6767
AC068631.1	0	0	6767
AC068631.2	0	0	6767
AC068631.3	0	0	6767
AC068633.1	0	0	6767
AC068633.2	0	0	6767
AC068658.1	0	0	6767
AC068721.1	0	0	6767
AC068725.1	0	0	6767
AC068756.1	0	0	6767
AC068759.1	0	0	6767
AC068944.1	0	0	6767
AC068946.1	0	0	6767
AC068946.2	0	0	6767
AC068946.3	0	0	6767
AC068985.1	0	0	6767
AC068985.2	0	0	6767
AC068989.1	0	0	6767
AC069148.1	0	0	6767
AC069155.1	0	0	6767
AC069157.2	0	0	6767
AC069200.1	0	0	6767
AC069200.2	0	0	6767
AC069200.3	0	0	6767
AC069213.1	0	0	6767
AC069222.1	0	0	6767
AC069223.1	0	0	6767
AC069224.1	0	0	6767
AC069224.2	0	0	6767
AC069243.1	0	0	6767
AC069257.1	0	0	6767
AC069257.2	0	0	6767
AC069257.4	0	0	6767
AC069272.1	0	0	6767
AC069277.1	0	0	6767
AC069307.1	0	0	6767
AC069404.1	0	0	6767
AC069410.1	0	0	6767
AC069421.2	0	0	6767
AC069421.3	0	0	6767
AC069431.1	0	0	6767
AC069439.2	0	0	6767
AC069444.1	0	0	6767
AC069444.2	0	0	6767
AC069499.1	0	0	6767
AC069504.1	0	0	6767
AC069509.1	0	0	6767
AC069528.2	0	0	6767
AC072022.1	0	0	6767
AC072022.2	0	0	6767
AC072023.1	0	0	6767
AC072026.2	0	0	6767
AC072026.3	0	0	6767
AC072028.1	0	0	6767
AC072039.2	0	0	6767
AC072062.1	0	0	6767
AC073046.1	0	0	6767
AC073046.3	0	0	6767
AC073046.4	0	0	6767
AC073050.1	0	0	6767
AC073052.2	0	0	6767
AC073062.1	0	0	6767
AC073065.2	0	0	6767
AC073082.1	0	0	6767
AC073091.3	0	0	6767
AC073091.4	0	0	6767
AC073149.1	0	0	6767
AC073195.1	0	0	6767
AC073195.2	0	0	6767
AC073218.1	0	0	6767
AC073225.1	0	0	6767
AC073254.1	0	0	6767
AC073255.1	0	0	6767
AC073257.1	0	0	6767
AC073257.2	0	0	6767
AC073263.2	0	0	6767
AC073263.3	0	0	6767
AC073283.1	0	0	6767
AC073283.2	0	0	6767
AC073283.3	0	0	6767
AC073288.1	0	0	6767
AC073288.2	0	0	6767
AC073319.1	0	0	6767
AC073321.1	0	0	6767
AC073352.1	0	0	6767
AC073352.2	0	0	6767
AC073359.1	0	0	6767
AC073359.2	0	0	6767
AC073365.1	0	0	6767
AC073409.1	0	0	6767
AC073409.2	0	0	6767
AC073429.1	0	0	6767
AC073429.2	0	0	6767
AC073439.1	0	0	6767
AC073475.1	0	0	6767
AC073476.3	0	0	6767
AC073476.4	0	0	6767
AC073632.1	0	0	6767
AC073636.1	0	0	6767
AC073641.1	0	0	6767
AC073648.7	0	0	6767
AC073834.1	0	0	6767
AC073840.1	0	0	6767
AC073848.1	0	0	6767
AC073869.3	0	0	6767
AC073869.5	0	0	6767
AC073869.7	0	0	6767
AC073875.1	0	0	6767
AC073973.1	0	0	6767
AC073987.1	0	0	6767
AC074008.1	0	0	6767
AC074008.2	0	0	6767
AC074011.1	0	0	6767
AC074044.1	0	0	6767
AC074091.1	0	0	6767
AC074091.2	0	0	6767
AC074096.1	0	0	6767
AC074099.1	0	0	6767
AC074117.1	0	0	6767
AC074124.1	0	0	6767
AC074131.1	0	0	6767
AC074132.1	0	0	6767
AC074194.1	0	0	6767
AC074194.2	0	0	6767
AC074254.1	0	0	6767
AC074254.2	0	0	6767
AC074286.1	0	0	6767
AC074290.2	0	0	6767
AC074344.2	0	0	6767
AC074366.1	0	0	6767
AC074367.2	0	0	6767
AC074387.1	0	0	6767
AC076966.1	0	0	6767
AC076966.2	0	0	6767
AC076971.1	0	0	6767
AC077690.1	0	0	6767
AC078785.1	0	0	6767
AC078785.2	0	0	6767
AC078788.1	0	0	6767
AC078788.2	0	0	6767
AC078795.1	0	0	6767
AC078795.2	0	0	6767
AC078795.3	0	0	6767
AC078799.1	0	0	6767
AC078802.1	0	0	6767
AC078802.2	0	0	6767
AC078816.1	0	0	6767
AC078828.1	0	0	6767
AC078850.1	0	0	6767
AC078850.2	0	0	6767
AC078851.1	0	0	6767
AC078852.1	0	0	6767
AC078852.2	0	0	6767
AC078881.1	0	0	6767
AC078882.1	0	0	6767
AC078883.1	0	0	6767
AC078883.2	0	0	6767
AC078883.3	0	0	6767
AC078980.1	0	0	6767
AC078994.1	0	0	6767
AC079117.1	0	0	6767
AC079118.1	0	0	6767
AC079118.2	0	0	6767
AC079135.1	0	0	6767
AC079140.6	0	0	6767
AC079145.1	0	0	6767
AC079148.1	0	0	6767
AC079148.2	0	0	6767
AC079148.3	0	0	6767
AC079154.1	0	0	6767
AC079160.1	0	0	6767
AC079163.1	0	0	6767
AC079163.2	0	0	6767
AC079226.1	0	0	6767
AC079226.2	0	0	6767
AC079228.1	0	0	6767
AC079248.1	0	0	6767
AC079248.3	0	0	6767
AC079298.1	0	0	6767
AC079298.2	0	0	6767
AC079298.3	0	0	6767
AC079304.1	0	0	6767
AC079305.1	0	0	6767
AC079305.2	0	0	6767
AC079305.4	0	0	6767
AC079340.1	0	0	6767
AC079340.2	0	0	6767
AC079340.3	0	0	6767
AC079341.1	0	0	6767
AC079341.2	0	0	6767
AC079347.1	0	0	6767
AC079349.1	0	0	6767
AC079354.2	0	0	6767
AC079354.3	0	0	6767
AC079380.1	0	0	6767
AC079382.2	0	0	6767
AC079403.1	0	0	6767
AC079447.1	0	0	6767
AC079449.1	0	0	6767
AC079465.1	0	0	6767
AC079467.1	0	0	6767
AC079584.1	0	0	6767
AC079584.2	0	0	6767
AC079594.2	0	0	6767
AC079610.1	0	0	6767
AC079610.2	0	0	6767
AC079612.1	0	0	6767
AC079612.2	0	0	6767
AC079753.1	0	0	6767
AC079753.2	0	0	6767
AC079766.1	0	0	6767
AC079768.2	0	0	6767
AC079768.3	0	0	6767
AC079768.4	0	0	6767
AC079772.1	0	0	6767
AC079775.1	0	0	6767
AC079776.4	0	0	6767
AC079776.5	0	0	6767
AC079777.1	0	0	6767
AC079779.1	0	0	6767
AC079779.2	0	0	6767
AC079779.3	0	0	6767
AC079779.4	0	0	6767
AC079790.1	0	0	6767
AC079790.2	0	0	6767
AC079793.1	0	0	6767
AC079802.1	0	0	6767
AC079807.1	0	0	6767
AC079822.1	0	0	6767
AC079834.2	0	0	6767
AC079835.1	0	0	6767
AC079841.2	0	0	6767
AC079848.1	0	0	6767
AC079848.2	0	0	6767
AC079858.1	0	0	6767
AC079880.1	0	0	6767
AC079896.1	0	0	6767
AC079910.1	0	0	6767
AC079921.1	0	0	6767
AC079921.2	0	0	6767
AC079922.2	0	0	6767
AC079926.1	0	0	6767
AC079942.1	0	0	6767
AC079943.1	0	0	6767
AC079943.2	0	0	6767
AC079945.1	0	0	6767
AC079945.2	0	0	6767
AC079946.1	0	0	6767
AC079988.1	0	0	6767
AC080005.1	0	0	6767
AC080013.1	0	0	6767
AC080013.3	0	0	6767
AC080013.4	0	0	6767
AC080013.5	0	0	6767
AC080013.6	0	0	6767
AC080069.1	0	0	6767
AC080075.1	0	0	6767
AC080078.1	0	0	6767
AC080078.2	0	0	6767
AC080079.2	0	0	6767
AC080089.1	0	0	6767
AC080089.2	0	0	6767
AC080097.1	0	0	6767
AC080097.2	0	0	6767
AC080098.1	0	0	6767
AC080128.2	0	0	6767
AC080128.3	0	0	6767
AC080129.1	0	0	6767
AC080129.2	0	0	6767
AC080132.1	0	0	6767
AC080162.1	0	0	6767
AC080188.1	0	0	6767
AC080188.2	0	0	6767
AC082650.1	0	0	6767
AC082650.2	0	0	6767
AC082651.1	0	0	6767
AC082651.3	0	0	6767
AC082651.4	0	0	6767
AC083795.2	0	0	6767
AC083798.2	0	0	6767
AC083799.1	0	0	6767
AC083799.2	0	0	6767
AC083800.1	0	0	6767
AC083801.2	0	0	6767
AC083855.2	0	0	6767
AC083900.1	0	0	6767
AC083902.1	0	0	6767
AC083906.3	0	0	6767
AC084030.1	0	0	6767
AC084035.1	0	0	6767
AC084036.1	0	0	6767
AC084048.1	0	0	6767
AC084149.1	0	0	6767
AC084198.1	0	0	6767
AC084198.2	0	0	6767
AC084198.4	0	0	6767
AC084211.1	0	0	6767
AC084212.1	0	0	6767
AC084277.1	0	0	6767
AC084724.1	0	0	6767
AC084740.1	0	0	6767
AC084741.1	0	0	6767
AC084866.1	0	0	6767
AC084866.2	0	0	6767
AC084871.2	0	0	6767
AC084871.4	0	0	6767
AC087073.1	0	0	6767
AC087427.1	0	0	6767
AC087428.1	0	0	6767
AC087430.1	0	0	6767
AC087591.1	0	0	6767
AC087857.1	0	0	6767
AC090004.1	0	0	6767
AC090004.2	0	0	6767
AC090018.2	0	0	6767
AC090044.1	0	0	6767
AC090425.1	0	0	6767
AC090425.2	0	0	6767
AC090425.3	0	0	6767
AC090505.2	0	0	6767
AC090644.1	0	0	6767
AC090945.1	0	0	6767
AC090946.1	0	0	6767
AC090948.1	0	0	6767
AC090948.2	0	0	6767
AC090948.3	0	0	6767
AC090948.4	0	0	6767
AC090950.2	0	0	6767
AC090952.1	0	0	6767
AC090952.2	0	0	6767
AC090953.2	0	0	6767
AC090955.1	0	0	6767
AC090957.1	0	0	6767
AC091212.1	0	0	6767
AC091212.2	0	0	6767
AC091435.2	0	0	6767
AC091488.1	0	0	6767
AC091493.1	0	0	6767
AC091607.2	0	0	6767
AC091614.1	0	0	6767
AC091633.1	0	0	6767
AC091826.1	0	0	6767
AC091826.3	0	0	6767
AC091832.1	0	0	6767
AC091838.1	0	0	6767
AC091849.2	0	0	6767
AC091857.1	0	0	6767
AC091860.2	0	0	6767
AC091868.2	0	0	6767
AC091885.2	0	0	6767
AC091889.1	0	0	6767
AC091891.1	0	0	6767
AC091893.2	0	0	6767
AC091895.1	0	0	6767
AC091903.1	0	0	6767
AC091905.1	0	0	6767
AC091905.2	0	0	6767
AC091905.3	0	0	6767
AC091905.4	0	0	6767
AC091906.1	0	0	6767
AC091912.2	0	0	6767
AC091912.3	0	0	6767
AC091917.1	0	0	6767
AC091917.2	0	0	6767
AC091917.3	0	0	6767
AC091931.1	0	0	6767
AC091932.1	0	0	6767
AC091932.2	0	0	6767
AC091932.3	0	0	6767
AC091932.4	0	0	6767
AC091938.1	0	0	6767
AC091941.1	0	0	6767
AC091946.1	0	0	6767
AC091946.2	0	0	6767
AC091951.2	0	0	6767
AC091951.5	0	0	6767
AC091953.1	0	0	6767
AC091953.2	0	0	6767
AC091953.3	0	0	6767
AC091953.4	0	0	6767
AC091953.5	0	0	6767
AC091953.6	0	0	6767
AC091965.1	0	0	6767
AC091965.4	0	0	6767
AC091965.5	0	0	6767
AC091978.1	0	0	6767
AC091987.1	0	0	6767
AC092015.1	0	0	6767
AC092017.3	0	0	6767
AC092017.4	0	0	6767
AC092040.1	0	0	6767
AC092040.2	0	0	6767
AC092042.1	0	0	6767
AC092042.3	0	0	6767
AC092042.4	0	0	6767
AC092053.1	0	0	6767
AC092053.3	0	0	6767
AC092053.4	0	0	6767
AC092053.5	0	0	6767
AC092053.6	0	0	6767
AC092053.7	0	0	6767
AC092058.1	0	0	6767
AC092059.1	0	0	6767
AC092153.1	0	0	6767
AC092155.1	0	0	6767
AC092156.1	0	0	6767
AC092159.1	0	0	6767
AC092159.2	0	0	6767
AC092159.3	0	0	6767
AC092162.2	0	0	6767
AC092162.3	0	0	6767
AC092164.1	0	0	6767
AC092168.1	0	0	6767
AC092168.2	0	0	6767
AC092168.3	0	0	6767
AC092169.1	0	0	6767
AC092265.1	0	0	6767
AC092335.1	0	0	6767
AC092336.1	0	0	6767
AC092343.1	0	0	6767
AC092353.1	0	0	6767
AC092353.2	0	0	6767
AC092354.1	0	0	6767
AC092354.2	0	0	6767
AC092418.1	0	0	6767
AC092418.3	0	0	6767
AC092422.1	0	0	6767
AC092431.1	0	0	6767
AC092435.1	0	0	6767
AC092435.2	0	0	6767
AC092435.3	0	0	6767
AC092435.4	0	0	6767
AC092436.3	0	0	6767
AC092437.1	0	0	6767
AC092440.1	0	0	6767
AC092442.1	0	0	6767
AC092445.1	0	0	6767
AC092468.1	0	0	6767
AC092484.1	0	0	6767
AC092535.1	0	0	6767
AC092535.2	0	0	6767
AC092535.4	0	0	6767
AC092535.5	0	0	6767
AC092542.1	0	0	6767
AC092546.1	0	0	6767
AC092567.1	0	0	6767
AC092567.2	0	0	6767
AC092567.3	0	0	6767
AC092574.1	0	0	6767
AC092574.2	0	0	6767
AC092580.2	0	0	6767
AC092580.4	0	0	6767
AC092587.1	0	0	6767
AC092596.1	0	0	6767
AC092596.2	0	0	6767
AC092598.1	0	0	6767
AC092604.1	0	0	6767
AC092608.1	0	0	6767
AC092608.2	0	0	6767
AC092608.3	0	0	6767
AC092611.1	0	0	6767
AC092614.1	0	0	6767
AC092617.1	0	0	6767
AC092620.1	0	0	6767
AC092620.2	0	0	6767
AC092623.1	0	0	6767
AC092625.1	0	0	6767
AC092630.1	0	0	6767
AC092636.1	0	0	6767
AC092636.2	0	0	6767
AC092640.1	0	0	6767
AC092645.1	0	0	6767
AC092645.2	0	0	6767
AC092650.1	0	0	6767
AC092651.3	0	0	6767
AC092652.1	0	0	6767
AC092652.2	0	0	6767
AC092653.1	0	0	6767
AC092653.2	0	0	6767
AC092654.1	0	0	6767
AC092660.1	0	0	6767
AC092661.1	0	0	6767
AC092663.1	0	0	6767
AC092667.1	0	0	6767
AC092669.1	0	0	6767
AC092672.1	0	0	6767
AC092673.1	0	0	6767
AC092674.1	0	0	6767
AC092675.1	0	0	6767
AC092675.2	0	0	6767
AC092683.1	0	0	6767
AC092683.2	0	0	6767
AC092687.1	0	0	6767
AC092687.2	0	0	6767
AC092687.3	0	0	6767
AC092687.4	0	0	6767
AC092691.1	0	0	6767
AC092691.3	0	0	6767
AC092692.1	0	0	6767
AC092799.1	0	0	6767
AC092800.1	0	0	6767
AC092801.1	0	0	6767
AC092802.1	0	0	6767
AC092802.2	0	0	6767
AC092802.3	0	0	6767
AC092802.4	0	0	6767
AC092802.5	0	0	6767
AC092803.1	0	0	6767
AC092803.2	0	0	6767
AC092803.3	0	0	6767
AC092803.4	0	0	6767
AC092805.1	0	0	6767
AC092807.1	0	0	6767
AC092807.2	0	0	6767
AC092807.3	0	0	6767
AC092807.4	0	0	6767
AC092809.1	0	0	6767
AC092809.3	0	0	6767
AC092809.5	0	0	6767
AC092810.3	0	0	6767
AC092810.4	0	0	6767
AC092811.1	0	0	6767
AC092813.1	0	0	6767
AC092813.2	0	0	6767
AC092814.1	0	0	6767
AC092825.1	0	0	6767
AC092834.1	0	0	6767
AC092835.1	0	0	6767
AC092839.1	0	0	6767
AC092839.2	0	0	6767
AC092844.1	0	0	6767
AC092845.1	0	0	6767
AC092894.1	0	0	6767
AC092896.1	0	0	6767
AC092897.1	0	0	6767
AC092902.2	0	0	6767
AC092902.4	0	0	6767
AC092902.6	0	0	6767
AC092903.2	0	0	6767
AC092909.1	0	0	6767
AC092910.3	0	0	6767
AC092916.1	0	0	6767
AC092919.1	0	0	6767
AC092919.2	0	0	6767
AC092919.3	0	0	6767
AC092924.1	0	0	6767
AC092924.2	0	0	6767
AC092925.1	0	0	6767
AC092933.2	0	0	6767
AC092939.1	0	0	6767
AC092941.1	0	0	6767
AC092941.2	0	0	6767
AC092943.2	0	0	6767
AC092944.1	0	0	6767
AC092944.3	0	0	6767
AC092953.2	0	0	6767
AC092954.1	0	0	6767
AC092954.2	0	0	6767
AC092957.1	0	0	6767
AC092958.1	0	0	6767
AC092958.2	0	0	6767
AC092958.3	0	0	6767
AC092958.4	0	0	6767
AC092960.1	0	0	6767
AC092960.2	0	0	6767
AC092964.1	0	0	6767
AC092966.1	0	0	6767
AC092969.1	0	0	6767
AC092979.1	0	0	6767
AC092979.2	0	0	6767
AC092994.1	0	0	6767
AC092999.1	0	0	6767
AC093001.1	0	0	6767
AC093001.2	0	0	6767
AC093010.2	0	0	6767
AC093010.3	0	0	6767
AC093019.2	0	0	6767
AC093083.1	0	0	6767
AC093110.1	0	0	6767
AC093117.1	0	0	6767
AC093151.2	0	0	6767
AC093151.7	0	0	6767
AC093152.1	0	0	6767
AC093154.1	0	0	6767
AC093155.3	0	0	6767
AC093157.1	0	0	6767
AC093157.2	0	0	6767
AC093157.3	0	0	6767
AC093158.1	0	0	6767
AC093159.1	0	0	6767
AC093162.2	0	0	6767
AC093206.1	0	0	6767
AC093240.1	0	0	6767
AC093248.1	0	0	6767
AC093264.1	0	0	6767
AC093270.1	0	0	6767
AC093270.4	0	0	6767
AC093274.1	0	0	6767
AC093277.1	0	0	6767
AC093278.2	0	0	6767
AC093281.1	0	0	6767
AC093281.2	0	0	6767
AC093283.1	0	0	6767
AC093292.1	0	0	6767
AC093295.1	0	0	6767
AC093297.1	0	0	6767
AC093297.2	0	0	6767
AC093298.1	0	0	6767
AC093298.2	0	0	6767
AC093305.1	0	0	6767
AC093307.1	0	0	6767
AC093323.1	0	0	6767
AC093323.2	0	0	6767
AC093323.3	0	0	6767
AC093326.1	0	0	6767
AC093326.2	0	0	6767
AC093382.1	0	0	6767
AC093388.1	0	0	6767
AC093390.1	0	0	6767
AC093390.2	0	0	6767
AC093416.1	0	0	6767
AC093416.2	0	0	6767
AC093418.1	0	0	6767
AC093422.2	0	0	6767
AC093423.2	0	0	6767
AC093423.3	0	0	6767
AC093424.1	0	0	6767
AC093425.1	0	0	6767
AC093426.1	0	0	6767
AC093426.2	0	0	6767
AC093433.2	0	0	6767
AC093459.1	0	0	6767
AC093495.1	0	0	6767
AC093496.1	0	0	6767
AC093510.1	0	0	6767
AC093510.2	0	0	6767
AC093523.1	0	0	6767
AC093523.2	0	0	6767
AC093534.2	0	0	6767
AC093535.1	0	0	6767
AC093535.2	0	0	6767
AC093575.1	0	0	6767
AC093577.1	0	0	6767
AC093577.2	0	0	6767
AC093578.2	0	0	6767
AC093579.1	0	0	6767
AC093581.1	0	0	6767
AC093585.1	0	0	6767
AC093591.2	0	0	6767
AC093599.1	0	0	6767
AC093599.2	0	0	6767
AC093605.1	0	0	6767
AC093606.1	0	0	6767
AC093607.1	0	0	6767
AC093608.1	0	0	6767
AC093610.1	0	0	6767
AC093635.1	0	0	6767
AC093639.1	0	0	6767
AC093639.2	0	0	6767
AC093639.3	0	0	6767
AC093642.1	0	0	6767
AC093642.2	0	0	6767
AC093642.7	0	0	6767
AC093648.1	0	0	6767
AC093671.1	0	0	6767
AC093675.1	0	0	6767
AC093675.2	0	0	6767
AC093677.2	0	0	6767
AC093677.3	0	0	6767
AC093689.1	0	0	6767
AC093700.1	0	0	6767
AC093700.3	0	0	6767
AC093702.1	0	0	6767
AC093722.1	0	0	6767
AC093725.1	0	0	6767
AC093725.2	0	0	6767
AC093730.1	0	0	6767
AC093732.1	0	0	6767
AC093732.2	0	0	6767
AC093746.1	0	0	6767
AC093752.2	0	0	6767
AC093752.3	0	0	6767
AC093763.1	0	0	6767
AC093765.2	0	0	6767
AC093765.3	0	0	6767
AC093765.4	0	0	6767
AC093765.5	0	0	6767
AC093766.1	0	0	6767
AC093772.1	0	0	6767
AC093772.2	0	0	6767
AC093777.1	0	0	6767
AC093787.2	0	0	6767
AC093788.1	0	0	6767
AC093791.1	0	0	6767
AC093791.2	0	0	6767
AC093796.1	0	0	6767
AC093797.1	0	0	6767
AC093798.1	0	0	6767
AC093801.1	0	0	6767
AC093802.1	0	0	6767
AC093802.2	0	0	6767
AC093810.1	0	0	6767
AC093817.1	0	0	6767
AC093817.2	0	0	6767
AC093818.1	0	0	6767
AC093821.1	0	0	6767
AC093824.2	0	0	6767
AC093827.4	0	0	6767
AC093827.5	0	0	6767
AC093831.1	0	0	6767
AC093831.2	0	0	6767
AC093833.1	0	0	6767
AC093835.1	0	0	6767
AC093838.1	0	0	6767
AC093840.2	0	0	6767
AC093843.1	0	0	6767
AC093843.2	0	0	6767
AC093849.1	0	0	6767
AC093849.2	0	0	6767
AC093849.3	0	0	6767
AC093849.4	0	0	6767
AC093857.1	0	0	6767
AC093864.1	0	0	6767
AC093865.1	0	0	6767
AC093866.1	0	0	6767
AC093867.1	0	0	6767
AC093871.1	0	0	6767
AC093872.1	0	0	6767
AC093875.1	0	0	6767
AC093879.1	0	0	6767
AC093884.1	0	0	6767
AC093890.2	0	0	6767
AC093893.1	0	0	6767
AC093894.1	0	0	6767
AC093894.2	0	0	6767
AC093895.1	0	0	6767
AC093895.2	0	0	6767
AC093898.1	0	0	6767
AC093899.2	0	0	6767
AC093903.1	0	0	6767
AC093904.1	0	0	6767
AC093904.2	0	0	6767
AC093904.3	0	0	6767
AC093904.4	0	0	6767
AC093908.1	0	0	6767
AC093909.2	0	0	6767
AC093909.4	0	0	6767
AC093909.6	0	0	6767
AC093911.1	0	0	6767
AC093912.1	0	0	6767
AC093915.1	0	0	6767
AC093916.1	0	0	6767
AC093928.1	0	0	6767
AC094019.1	0	0	6767
AC094019.3	0	0	6767
AC094104.1	0	0	6767
AC094104.2	0	0	6767
AC094105.1	0	0	6767
AC094105.2	0	0	6767
AC094108.1	0	0	6767
AC095030.1	0	0	6767
AC095031.1	0	0	6767
AC095032.1	0	0	6767
AC095032.2	0	0	6767
AC095043.1	0	0	6767
AC095050.1	0	0	6767
AC095055.1	0	0	6767
AC095056.1	0	0	6767
AC095057.2	0	0	6767
AC095057.3	0	0	6767
AC095057.4	0	0	6767
AC095059.1	0	0	6767
AC095060.1	0	0	6767
AC095349.1	0	0	6767
AC096531.2	0	0	6767
AC096533.2	0	0	6767
AC096536.1	0	0	6767
AC096536.3	0	0	6767
AC096540.1	0	0	6767
AC096541.1	0	0	6767
AC096543.1	0	0	6767
AC096543.2	0	0	6767
AC096552.1	0	0	6767
AC096554.1	0	0	6767
AC096555.1	0	0	6767
AC096559.1	0	0	6767
AC096564.1	0	0	6767
AC096564.2	0	0	6767
AC096570.1	0	0	6767
AC096570.2	0	0	6767
AC096576.2	0	0	6767
AC096576.3	0	0	6767
AC096576.6	0	0	6767
AC096577.1	0	0	6767
AC096585.1	0	0	6767
AC096586.1	0	0	6767
AC096586.2	0	0	6767
AC096587.1	0	0	6767
AC096587.2	0	0	6767
AC096588.1	0	0	6767
AC096588.2	0	0	6767
AC096589.1	0	0	6767
AC096589.2	0	0	6767
AC096631.1	0	0	6767
AC096632.1	0	0	6767
AC096636.1	0	0	6767
AC096637.1	0	0	6767
AC096637.2	0	0	6767
AC096637.3	0	0	6767
AC096639.1	0	0	6767
AC096642.1	0	0	6767
AC096642.2	0	0	6767
AC096644.3	0	0	6767
AC096645.1	0	0	6767
AC096647.1	0	0	6767
AC096649.1	0	0	6767
AC096649.2	0	0	6767
AC096656.1	0	0	6767
AC096659.1	0	0	6767
AC096666.1	0	0	6767
AC096667.1	0	0	6767
AC096669.1	0	0	6767
AC096675.1	0	0	6767
AC096677.1	0	0	6767
AC096677.2	0	0	6767
AC096711.1	0	0	6767
AC096711.2	0	0	6767
AC096719.1	0	0	6767
AC096720.2	0	0	6767
AC096721.1	0	0	6767
AC096732.1	0	0	6767
AC096733.1	0	0	6767
AC096733.2	0	0	6767
AC096733.3	0	0	6767
AC096734.1	0	0	6767
AC096734.2	0	0	6767
AC096736.1	0	0	6767
AC096736.2	0	0	6767
AC096736.3	0	0	6767
AC096741.1	0	0	6767
AC096743.1	0	0	6767
AC096746.1	0	0	6767
AC096747.1	0	0	6767
AC096751.2	0	0	6767
AC096757.1	0	0	6767
AC096759.1	0	0	6767
AC096759.2	0	0	6767
AC096763.1	0	0	6767
AC096772.1	0	0	6767
AC096772.2	0	0	6767
AC096773.1	0	0	6767
AC096861.2	0	0	6767
AC096887.1	0	0	6767
AC096887.2	0	0	6767
AC096917.1	0	0	6767
AC096919.1	0	0	6767
AC096920.1	0	0	6767
AC096921.2	0	0	6767
AC096970.1	0	0	6767
AC096992.2	0	0	6767
AC096992.3	0	0	6767
AC097015.1	0	0	6767
AC097059.1	0	0	6767
AC097065.2	0	0	6767
AC097103.1	0	0	6767
AC097105.1	0	0	6767
AC097110.1	0	0	6767
AC097173.1	0	0	6767
AC097173.3	0	0	6767
AC097358.2	0	0	6767
AC097359.2	0	0	6767
AC097359.3	0	0	6767
AC097369.2	0	0	6767
AC097372.1	0	0	6767
AC097372.2	0	0	6767
AC097372.3	0	0	6767
AC097375.1	0	0	6767
AC097375.2	0	0	6767
AC097375.3	0	0	6767
AC097375.4	0	0	6767
AC097375.5	0	0	6767
AC097376.1	0	0	6767
AC097376.3	0	0	6767
AC097378.1	0	0	6767
AC097381.1	0	0	6767
AC097381.2	0	0	6767
AC097381.3	0	0	6767
AC097382.1	0	0	6767
AC097382.2	0	0	6767
AC097382.3	0	0	6767
AC097448.1	0	0	6767
AC097450.1	0	0	6767
AC097451.1	0	0	6767
AC097459.1	0	0	6767
AC097460.2	0	0	6767
AC097462.3	0	0	6767
AC097467.1	0	0	6767
AC097467.3	0	0	6767
AC097468.1	0	0	6767
AC097468.2	0	0	6767
AC097468.3	0	0	6767
AC097468.4	0	0	6767
AC097478.1	0	0	6767
AC097478.2	0	0	6767
AC097478.3	0	0	6767
AC097478.4	0	0	6767
AC097480.1	0	0	6767
AC097480.2	0	0	6767
AC097487.1	0	0	6767
AC097491.1	0	0	6767
AC097494.1	0	0	6767
AC097499.2	0	0	6767
AC097500.1	0	0	6767
AC097501.1	0	0	6767
AC097504.2	0	0	6767
AC097505.1	0	0	6767
AC097511.1	0	0	6767
AC097512.1	0	0	6767
AC097515.1	0	0	6767
AC097517.1	0	0	6767
AC097518.1	0	0	6767
AC097518.2	0	0	6767
AC097520.1	0	0	6767
AC097520.2	0	0	6767
AC097521.1	0	0	6767
AC097522.2	0	0	6767
AC097525.1	0	0	6767
AC097526.1	0	0	6767
AC097528.1	0	0	6767
AC097532.1	0	0	6767
AC097532.2	0	0	6767
AC097532.3	0	0	6767
AC097534.1	0	0	6767
AC097535.1	0	0	6767
AC097537.1	0	0	6767
AC097634.1	0	0	6767
AC097634.2	0	0	6767
AC097634.3	0	0	6767
AC097634.4	0	0	6767
AC097636.2	0	0	6767
AC097637.1	0	0	6767
AC097637.2	0	0	6767
AC097637.3	0	0	6767
AC097638.2	0	0	6767
AC097639.1	0	0	6767
AC097652.1	0	0	6767
AC097654.1	0	0	6767
AC097658.1	0	0	6767
AC097658.3	0	0	6767
AC097658.4	0	0	6767
AC097709.1	0	0	6767
AC097713.1	0	0	6767
AC097713.3	0	0	6767
AC097716.1	0	0	6767
AC097717.1	0	0	6767
AC097720.1	0	0	6767
AC097724.1	0	0	6767
